index,item,description,spec,width:,weight:,position,colorway-1,colorway-2,colorway-3,colorway-4,colorway-5,colorway-6,colorway-7,colorway-8,supplier,ref,qty,price/unit,unit,brand,style,fabric,trims,zipper,outer,inner
9146,brushed tricot,,100% polyester,,,"waistband, fly, hand pocket bags",,black,black,black,black,black,,,,supplier / ref code,,,,L1,L1-203-18_AMERICANA_03-30-17_SHELL,1,0,0,1,0
9147,regular mesh,,100% polyester,,,leg vents,,black,black,black,black,black,,,,1606b02 (als-16038),,,,L1,L1-203-18_AMERICANA_03-30-17_SHELL,1,0,0,1,0
9148,lower leg lining print (see pdf),,content,,,location ,,black,soil,bone ,ink,vintage camo broken twill,,,,supplier/ reference number,,,,L1,L1-203-18_AMERICANA_03-30-17_SHELL,1,0,0,1,0
9149,on coated 210t,,,,,lower leg front and back,,pantone 18-0950 tcx harvest screen print,pantone 18-0950 tcx harvest screen print,pantone 18-0950 tcx harvest screen print,pantone 18-0950 tcx harvest screen print,pantone 18-0950 tcx harvest screen print,,,,please source ,,,,L1,L1-203-18_AMERICANA_03-30-17_SHELL,1,0,0,1,0
9150, #5 vislon zipper,,,,,center front,,slider/pull color: h6 antique silver/ zipper tape and teeth color: black,slider/pull color: x antique copper/ zipper tape and teeth color: black,slider/pull color: x antique copper/ zipper tape and teeth color: black,slider/pull color: x antique copper/ zipper tape and teeth color: black,,,,,ykk / 2-way semi auto locking with 2 l1 custom pulls,1,,,L1,L1-104-18_LEGACY_4-07-17_TRIMS,0,1,1,1,0
9151, #5 metal zipper,,,,,chest pocket vertical,,slider/pull/ teeth color: h6 antique silver/ zipper tape color: 19-1540 tcx rust,slider/pull/ teeth color: x antique copper/ zipper tape color: 19-4010 tcx ink,slider/pull/ teeth color: x antique copper/ zipper tape color: 19-4006 tcx black,slider/pull/ teeth color: x antique copper/ zipper tape color: 19-4006 tcx black,,,,,non ykk / 1-way dadhr die cast wire non locking,1,,,L1,L1-104-18_LEGACY_4-07-17_TRIMS,0,1,1,1,0
9152, #5 coil zipper,,,,,underarm vents,,slider/pull color: h6 antique silver/ zipper tape / teeth color: black,slider/pull color: x antique copper/ zipper tape / teeth color: black,slider/pull color: x antique copper/ zipper tape / teeth color: black,slider/pull color: x antique copper/ zipper tape / teeth color: black,,,,,non ykk / 1-way dadhr die cast wire non locking,1 per side = 2,,,L1,L1-104-18_LEGACY_4-07-17_TRIMS,0,1,1,1,0
9153, #5 coil zipper,,,,,hand pockets vertical,,slider/pull color: h6 antique silver/ zipper tape / teeth color: black,slider/pull color: x antique copper/ zipper tape / teeth color: black,slider/pull color: x antique copper/ zipper tape / teeth color: black,slider/pull color: x antique copper/ zipper tape / teeth color: black,,,,,non ykk / 1-way dadhr die cast wire non locking,1 per side = 2,,,L1,L1-104-18_LEGACY_4-07-17_TRIMS,0,1,1,1,0
9154, #5 coil zipper,,,,,lining pocket vertical,,silder/pull color: h6 antique silver/ zipper tape / teeth color: black,silder/pull color: x antique copper/ zipper tape/ teeth color: black,silder/pull color: x antique copper/ zipper tape/ teeth color: black,silder/pull color: x antique copper/ zipper tape/ teeth color: black,,,,,non ykk / 1-way dadhr die cast wire non locking,1,,,L1,L1-104-18_LEGACY_4-07-17_TRIMS,0,1,1,1,0
9155,"l1-2018-trim-017
l1 zipper pull",,,,,center front,,ykk h6 antique silver,ykk x antique copper,ykk x antique copper,ykk x antique copper,,,,,ykk,top and bottom pull= 2,,,L1,L1-104-18_LEGACY_4-07-17_TRIMS,0,1,0,1,0
9156,l1-2018-trim-018 / non branded zipper pull faux leather ,,,,,chest pocket (1) hand pockets (2),,brown faux leather,brown faux leather,brown faux leather,brown faux leather,,,,,please source: same supplier as other faux leather trims,3,,,L1,L1-104-18_LEGACY_4-07-17_TRIMS,0,1,0,1,0
9157, 11nt-045 / self fabric pull ,,,,,underarm vents ,,match to shell,match to shell,match to shell,match to shell,,,,,factory made,1 per side = 2,,,L1,L1-104-18_LEGACY_4-07-17_TRIMS,0,1,0,1,0
9158, 11nt-045 / self fabric pull ,,,,,lining pocket vertical,,match to shell,match to shell,match to shell,match to shell,,,,,factory made,1,,,L1,L1-104-18_LEGACY_4-07-17_TRIMS,0,1,0,1,0
9159,branded trims,,,,,location,,rust / black,ink / gunmetal,black,vintage camo broken twill,,,,,supplier/ reference number,amount,,,L1,L1-104-18_LEGACY_4-07-17_TRIMS,0,1,0,1,0
9160,"l1-2018-trim-010
faux leather backed snap",,,,,front placket chin & hem (working),,sas54 pseudo anti silver/brown faux leather,doxcp dull oxidized copper/ brown faux leather,doxcp dull oxidized copper/ brown faux leather,doxcp dull oxidized copper/ brown faux leather,,,,,luks,3 sets,,,L1,L1-104-18_LEGACY_4-07-17_TRIMS,0,1,0,1,0
9161,"l1-2018-trim-010
faux leather backed snap ",,,,,waist,,sas54 pseudo anti silver/brown faux leather,doxcp dull oxidized copper/ brown faux leather,doxcp dull oxidized copper/ brown faux leather,doxcp dull oxidized copper/ brown faux leather,,,,,luks,1 (cap only),,,L1,L1-104-18_LEGACY_4-07-17_TRIMS,0,1,0,1,0
9162,"l1-2018-trim-003
faux leather patch",,,,,front right hand pocket,,brown faux leather,brown faux leather,brown faux leather,brown faux leather,,,,,please source supplier,1,,,L1,L1-104-18_LEGACY_4-07-17_TRIMS,0,1,0,1,0
9163,"l1-2018-trim-024/  l1 embroidery small
3cm x 2.77cm  ",,,,,left sleeve hem,,match to shell,match to shell,match to shell,match to shell,,,,,soluna,1,,,L1,L1-104-18_LEGACY_4-07-17_TRIMS,0,1,0,1,0
9164,"l1-2018-trim-025 /
l1 embroidery large
3.7cm x 3.4cm  ",,,,,back right,,match to shell,match to shell,match to shell,match to shell,,,,,soluna,1,,,L1,L1-104-18_LEGACY_4-07-17_TRIMS,0,1,0,1,0
9165,trims,,,,,location,,rust / black,ink / gunmetal,black,vintage camo broken twill,,,,,supplier/ reference number,amount,,,L1,L1-104-18_LEGACY_4-07-17_TRIMS,0,1,0,1,0
9166,15mm metal snap,,,,,powder skirt - front closure,,al023 alloy (d) cap / sas54 pseudo anti silver,al023 alloy (d) cap / doxcp oxidized copper,al023 alloy (d) cap / doxcp oxidized copper,al023 alloy (d) cap / doxcp oxidized copper,,,,,luk's / 404,"2 female, 4 male",,,L1,L1-104-18_LEGACY_4-07-17_TRIMS,0,1,0,1,0
9167,15mm metal snap,,,,,snap away powder skirt - lining facing ,,sas54 pseudo anti silver,doxcp oxidized copper,doxcp oxidized copper,doxcp oxidized copper,,,,,luk's / 404,1 male 1 female,,,L1,L1-104-18_LEGACY_4-07-17_TRIMS,0,1,0,1,0
9168,15mm metal snap,,,,,powder skirt - jacket to pant connection,,al023 alloy (d) cap / sas54 pseudo anti silver,al023 alloy (d) cap / doxcp oxidized copper,al023 alloy (d) cap / doxcp oxidized copper,al023 alloy (d) cap / doxcp oxidized copper,,,,,luk's / 404,3 sets,,,L1,L1-104-18_LEGACY_4-07-17_TRIMS,0,1,0,1,0
9169,metal eyelets 8mm,,,,,hood cord exit front,,sas54 pseudo anti silver,doxcp oxidized copper,doxcp oxidized copper,doxcp oxidized copper,,,,,luk's / et04,2 per side = 4,,,L1,L1-104-18_LEGACY_4-07-17_TRIMS,0,1,0,1,0
9170,metal eyelets 8mm,,,,,hem cord exit,,sas54 pseudo anti silver,doxcp oxidized copper,doxcp oxidized copper,doxcp oxidized copper,,,,,luk's / et04,2 per side = 4,,,L1,L1-104-18_LEGACY_4-07-17_TRIMS,0,1,0,1,0
9171,cord lock: small cord lock with tie down,,,,,front hood adjust,,19-1540 tcx rust, 19-4010 tcx ink,19-4006 tcx black,19-4006 tcx black,,,,,sun sun/ sv160824-2a,1 per side = 2,,,L1,L1-104-18_LEGACY_4-07-17_TRIMS,0,1,0,1,0
9172,cord lock,,,,,hem adjust exposed at lining,,19-1540 tcx rust, 19-4010 tcx ink,19-4006 tcx black,19-4006 tcx black,,,,,sv160819-4a,1 per side = 2,,,L1,L1-104-18_LEGACY_4-07-17_TRIMS,0,1,0,1,0
9173,bead,,,,,hem adjust,,19-1540 tcx rust, 19-4010 tcx ink,19-4006 tcx black,19-4006 tcx black,,,,,sv160725-1a,1 per side = 2,,,L1,L1-104-18_LEGACY_4-07-17_TRIMS,0,1,0,1,0
9174,metal drawcord tip,,,,,hood shockcord tips,,sas54 pseudo anti silver,doxcp oxidized copper,doxcp oxidized copper,doxcp oxidized copper,,,,,see photo,1 per side = 2,,,L1,L1-104-18_LEGACY_4-07-17_TRIMS,0,1,0,1,0
9175,keyclip,,,,,right hand pocket,,black,black,black,black,,,,,as production,1,,,L1,L1-104-18_LEGACY_4-07-17_TRIMS,0,1,0,1,0
9176,notions,,,,,location,,rust / black,ink / gunmetal,black,vintage camo broken twill,,,,,supplier/ reference number,amount,,,L1,L1-104-18_LEGACY_4-07-17_TRIMS,0,1,0,1,0
9177,"grosgrain 1/4""",,,,,attach front hood cord lock,,black,black,black,black,,,,,,1 per side = 2,,,L1,L1-104-18_LEGACY_4-07-17_TRIMS,0,1,0,1,0
9178,"grosgrain 3/8""",,,,,attach hem cord lock,,black,black,black,black,,,,,,1 per side = 2,,,L1,L1-104-18_LEGACY_4-07-17_TRIMS,0,1,0,1,0
9179,"grosgrain 1/4""",,,,,attach keyclip right hand pocket ,,black,black,black,black,,,,,,1,,,L1,L1-104-18_LEGACY_4-07-17_TRIMS,0,1,0,1,0
9180,"grosgrain 3/4"" x  3 1/2"" flat webbing (finished length)",,,,,powder skirt - side tabs jacket to pant connection ,,black,black,black,black,,,,,,2,,,L1,L1-104-18_LEGACY_4-07-17_TRIMS,0,1,0,1,0
9181,"shell fabric tab  1"" x 1"" wrap around ",,,,,jacket to pant connection center back on tab,,match to shell,match to shell,match to shell,match to shell,,,,,,1,,,L1,L1-104-18_LEGACY_4-07-17_TRIMS,0,1,0,1,0
9182,"shell fabric tab  1"" x 1"" wrap around ",,,,,jacket to pant connection center back under snap on gripper elastic,,match to shell,match to shell,match to shell,match to shell,,,,,,1,,,L1,L1-104-18_LEGACY_4-07-17_TRIMS,0,1,0,1,0
9183,"shell fabric tab 3/4"" x  1"" ",,,,,jacket to pant connection at side tabs under snaps,,match to shell,match to shell,match to shell,match to shell,,,,,,1 per side = 2,,,L1,L1-104-18_LEGACY_4-07-17_TRIMS,0,1,0,1,0
9184,"elastic 1"" x 4""",,,,,powder skirt middle tab - jacket to pant connection ,,black,black,black,black,,,,,,1,,,L1,L1-104-18_LEGACY_4-07-17_TRIMS,0,1,0,1,0
9185,elastic ,,,,,back of sleeve cuffs,,available,available,available,available,,,,,,1,,,L1,L1-104-18_LEGACY_4-07-17_TRIMS,0,1,0,1,0
9186,"elastic 1/4"" ",,,,,cable guide,,black,black,black,black,,,,,,1,,,L1,L1-104-18_LEGACY_4-07-17_TRIMS,0,1,0,1,0
9187,gripper elastic 25mm non logo,,,,,powder skirt hem,,black,black,black,black,,,,,mtt0022,1,,,L1,L1-104-18_LEGACY_4-07-17_TRIMS,0,1,0,1,0
9188,elastine binding,,,,,goggle pocket binding,,black,black,black,black,,,,,,1,,,L1,L1-104-18_LEGACY_4-07-17_TRIMS,0,1,0,1,0
9189,l1-2018-trim-030 2-color shockcord 3.5mm (heathered 2 color mix) ,,,,,hood & hem,,"2- color shock cord =
colorway: 2
19-1540 tcx rust/
19-4006 tcx black","2- color shock cord =
colorway: 6
19-4010 tcx ink /
18-0403 tcx gunmetal","2- color shock cord =
colorway: 1
19-4006 tcx black/
18-0403 tcx gunmetal","2- color shock cord =
colorway: 1
19-4006 tcx black/
18-0403 tcx gunmetal",,,,,"example: cw15-065
chun wo ho (please source)",1,,,L1,L1-104-18_LEGACY_4-07-17_TRIMS,0,1,0,1,0
9190,velcro,,,,,location,,rust / black,ink / gunmetal,black,vintage camo broken twill,,,,,supplier/ reference number,amount,,,L1,L1-104-18_LEGACY_4-07-17_TRIMS,0,1,0,1,0
9191," 1/2"" x 1 1/2"" velcro with rounded corners",,,,,chin,,match to shell,match to shell,match to shell,black,,,,,"paiho / loop#1057, paiho / hooketn7",1,,,L1,L1-104-18_LEGACY_4-07-17_TRIMS,0,1,0,1,0
9192," 1/2"" x 3 velcro with rounded corners",,,,,center front placket,,match to shell,match to shell,match to shell,black,,,,,"paiho / loop#1057, paiho / hooketn7",4,,,L1,L1-104-18_LEGACY_4-07-17_TRIMS,0,1,0,1,0
9193,"1/2"" x 2"" velcro with rounded corners",,,,,pocket flaps,,match to shell,match to shell,match to shell,black,,,,,"paiho / loop#1057, paiho / hooketn7",2 per side = 4,,,L1,L1-104-18_LEGACY_4-07-17_TRIMS,0,1,0,1,0
9194,"1"" x 3 3/4"" velcro with rounded corners",,,,,cuff on body,,match to shell,match to shell,match to shell,black,,,,,paiho / loop#1057,1 per side = 2,,,L1,L1-104-18_LEGACY_4-07-17_TRIMS,0,1,0,1,0
9195,"1"" x 2 1/2"" velcro with rounded corners",,,,,cuff on tab,,match to shell,match to shell,match to shell,black,,,,,paiho / hooketn7,1 per side = 2,,,L1,L1-104-18_LEGACY_4-07-17_TRIMS,0,1,0,1,0
9196,thread,,,,,supplier/ ref number,,rust / black,ink / gunmetal,black,vintage camo broken twill,,,,,spi,amount,,,L1,L1-104-18_LEGACY_4-07-17_TRIMS,0,1,0,1,0
9197,seams,,,,,1930/2/1 0:00,,match to shell,match to shell,match to shell,match to shell,,,,,10-12 spi,,,,L1,L1-104-18_LEGACY_4-07-17_TRIMS,0,1,0,1,0
9198,topstitch,,,,,1930/2/1 0:00,,match to shell,match to shell,match to shell,match to shell,,,,,8-10 spi,,,,L1,L1-104-18_LEGACY_4-07-17_TRIMS,0,1,0,1,0
9199,bartacks,,,,,100/2,,match to shell,match to shell,match to shell,match to shell,,,,,,,,,L1,L1-104-18_LEGACY_4-07-17_TRIMS,0,1,0,1,0
9200,sleeve gaiter cover stitch,,,,,,,match to shell,match to shell,match to shell,match to shell,,,,,must be stretch thread,,,,L1,L1-104-18_LEGACY_4-07-17_TRIMS,0,1,0,1,0
9201,labels ,,,,,location,,rust / black,ink / gunmetal,black,vintage camo broken twill,,,,,supplier/ reference number,amount,,,L1,L1-104-18_LEGACY_4-07-17_TRIMS,0,1,0,1,0
9202,10k/10k critically taped,,,,,center back below neck seam,,10k/10k critically taped,,,,,,,,soluna/ main label,1,,,L1,L1-104-18_LEGACY_4-07-17_TRIMS,0,1,0,1,0
9203,size label (sample size l),,,,,center back below main label,,"xs, s, m, l, xl",,,,,,,,soluna/ size label,1,,,L1,L1-104-18_LEGACY_4-07-17_TRIMS,0,1,0,1,0
9204,hang tags,,,,,location,,rust / black,ink / gunmetal,black,vintage camo broken twill,,,,,supplier/ reference number,amount,,,L1,L1-104-18_LEGACY_4-07-17_TRIMS,0,1,0,1,0
9205,mens jacket hang tag,,,,,left side hand pocket zipper,,mens jacket hang tag,,,,,,,,soluna/ mens jacket hang tag,1,,,L1,L1-104-18_LEGACY_4-07-17_TRIMS,0,1,0,1,0
9206,care and content labels,,,,,location,,rust / black,ink / gunmetal,black,vintage camo broken twill,,,,,supplier/ reference number,amount,,,L1,L1-104-18_LEGACY_4-07-17_TRIMS,0,1,0,1,0
9207,address label,,,,,lining left side seam,,address label,,,,,,,,factory sourced,1,,,L1,L1-104-18_LEGACY_4-07-17_TRIMS,0,1,0,1,0
9208,content label,,,,,lining left side seam,,content label,,,,,,,,factory sourced,1,,,L1,L1-104-18_LEGACY_4-07-17_TRIMS,0,1,0,1,0
9209,washing label,,,,,lining left side seam,,washing label,,,,,,,,factory sourced,1,,,L1,L1-104-18_LEGACY_4-07-17_TRIMS,0,1,0,1,0
9210,micro ripstop,,100% polyester,,,a,,black,gunmetal,silt,walnut,,,,,solis/ sotl120-pu01 micro rip 2l dot lam ,,,,L1,L1-211-18_AFTERSHOCK_PANT_04-10-17_SHELL,1,0,0,1,0
9211,faux leather,,,,,front left belt loop,,black faux leather,black faux leather,black faux leather,black faux leather,,,,,suppler? can you source same quality as other faux leather trims,,,,L1,L1-211-18_AFTERSHOCK_PANT_04-10-17_SHELL,1,0,0,1,0
9212,insulation,,content,,,location ,,black,gunmetal,silt,walnut,,,,,supplier/ reference number,,,,L1,L1-211-18_AFTERSHOCK_PANT_04-10-17_SHELL,1,0,0,1,0
9213,polyfill,,100% polyester,,,"body, back yoke",,60g pinneco core or synthetic down,60g pinneco core or synthetic down,60g pinneco core or synthetic down,60g pinneco core or synthetic down,,,,,60g pinneco core or synthetic down,,,,L1,L1-211-18_AFTERSHOCK_PANT_04-10-17_SHELL,1,0,0,1,0
9214,polyfill,,100% polyester,,,"waistband, back pocket welts",,20g pinneco core or synthetic down,20g pinneco core or synthetic down,20g pinneco core or synthetic down,20g pinneco core or synthetic down,,,,,20g pinneco mantle,,,,L1,L1-211-18_AFTERSHOCK_PANT_04-10-17_SHELL,1,0,0,1,0
9215,seam tape,,content,,,location ,,black,gunmetal,silt,walnut,,,,,supplier/ reference number,,,,L1,L1-211-18_AFTERSHOCK_PANT_04-10-17_SHELL,1,0,0,1,0
9216,seam tape,,,,,critically taped,,critically taped,critically taped,critically taped,critically taped,,,,,tsgs,,,,L1,L1-211-18_AFTERSHOCK_PANT_04-10-17_SHELL,1,0,0,1,0
9217,lining,,content,,,location ,,black,gunmetal,silt,walnut,,,,,supplier/ reference number,,,,L1,L1-211-18_AFTERSHOCK_PANT_04-10-17_SHELL,1,0,0,1,0
9218,solid 210t ,,100% nylon,,,body,,black,black,black,black,,,,,solis / sonp006-1,,,,L1,L1-211-18_AFTERSHOCK_PANT_04-10-17_SHELL,1,0,0,1,0
9219,solid 210t ,,100% nylon,,,pocket bags,,black,black,black,black,,,,,solis / sonp006-1,,,,L1,L1-211-18_AFTERSHOCK_PANT_04-10-17_SHELL,1,0,0,1,0
9220,reverse brushed tricot,,100% polyester,,,seat,,black,black,black,black,,,,,supplier / ref code,,,,L1,L1-211-18_AFTERSHOCK_PANT_04-10-17_SHELL,1,0,0,1,0
9221,brushed tricot,,100% polyester,,,waistband and fly,,black,black,black,black,,,,,supplier / ref code,,,,L1,L1-211-18_AFTERSHOCK_PANT_04-10-17_SHELL,1,0,0,1,0
9222,solid coated 210t,,100% polyester,,,lower leg & gaiter,,black,black,black,black,,,,,solis / sonp006-pu03,,,,L1,L1-211-18_AFTERSHOCK_PANT_04-10-17_SHELL,1,0,0,1,0
9223,regular mesh,,100% polyester,,,vents,,black,black,black,black,,,,,1606b02 (als-16038),,,,L1,L1-211-18_AFTERSHOCK_PANT_04-10-17_SHELL,1,0,0,1,0
9224,lower leg lining print (see pdf),,content,,,location ,,black,gunmetal,silt,walnut,,,,,supplier/ reference number,,,,L1,L1-211-18_AFTERSHOCK_PANT_04-10-17_SHELL,1,0,0,1,0
9225,on coated 210t,,,,,lower leg front and back,,pantone 18-0950 tcx harvest screen print,pantone 18-0950 tcx harvest screen print,pantone 18-0403 tcx gunmetal,pantone 18-0950 tcx harvest screen print,,,,,please source ,,,,L1,L1-211-18_AFTERSHOCK_PANT_04-10-17_SHELL,1,0,0,1,0
9226,micro rip stop,,,,,a,,silt,port,walnut,black,,,,,"solis / sotl120-d
micro rip",,,,L1,L1TA-102-18_TAMARYN_04-04-17_SHELL,1,0,0,1,0
9227,insulation,,content,,,location ,,silt,port,walnut,black,,,,,supplier/ reference number,,,,L1,L1TA-102-18_TAMARYN_04-04-17_SHELL,1,0,0,1,0
9228,polyfill insulation ,,,,,all over,,150g,150g,150g,150g,,,,,pinneco core 150g,,,,L1,L1TA-102-18_TAMARYN_04-04-17_SHELL,1,0,0,1,0
9229,seam tape,,content,,,location ,,silt,port,walnut,black,,,,,supplier/ reference number,,,,L1,L1TA-102-18_TAMARYN_04-04-17_SHELL,1,0,0,1,0
9230,seam tape,,,,,critically seam taped,,critically seam taped,critically seam taped,critically seam taped,critically seam taped,,,,,tsgs ,,,,L1,L1TA-102-18_TAMARYN_04-04-17_SHELL,1,0,0,1,0
9231,lining,,content,,,location ,,silt,port,walnut,black,,,,,supplier/ reference number,,,,L1,L1TA-102-18_TAMARYN_04-04-17_SHELL,1,0,0,1,0
9232,printed satin,,100% polyester,,,hood,,solis/ pr258 womens print,solis/ pr258 womens print,solis/ pr258 womens print,solis/ pr258 womens print,,,,,solis/ pr258 womens print,,,,L1,L1TA-102-18_TAMARYN_04-04-17_SHELL,1,0,0,1,0
9233,printed satin,,100% polyester,,,main body,,solis/ pr258 womens print,solis/ pr258 womens print,solis/ pr258 womens print,solis/ pr258 womens print,,,,,solis/ pr258 womens print,,,,L1,L1TA-102-18_TAMARYN_04-04-17_SHELL,1,0,0,1,0
9234,solid 210t ,,100% nylon,,,sleeves,,black,black,black,black,,,,,solis/ sonp006-1 ,,,,L1,L1TA-102-18_TAMARYN_04-04-17_SHELL,1,0,0,1,0
9235,solid 210t ,,100% nylon,,,secondary pocket bags,,black,black,black,black,,,,,solis/ sonp006-1 ,,,,L1,L1TA-102-18_TAMARYN_04-04-17_SHELL,1,0,0,1,0
9236,solid coated 210t,,100% nylon,,,lower body & powder skirt,,black,black,black,black,,,,,solis / sonp006-pu03,,,,L1,L1TA-102-18_TAMARYN_04-04-17_SHELL,1,0,0,1,0
9237,brushed tricot,,100% polyester,,,hand pocket bags,,black,black,black,black,,,,,supplier / ref code,,,,L1,L1TA-102-18_TAMARYN_04-04-17_SHELL,1,0,0,1,0
9238,brushed tricot,,100% polyester,,,chin guard,,black,black,black,black,,,,,supplier / ref code,,,,L1,L1TA-102-18_TAMARYN_04-04-17_SHELL,1,0,0,1,0
9239,powerstretch mesh,,100% polyester,,,underarm vents,,black,black,black,black,,,,,supplier / ref code,,,,L1,L1TA-102-18_TAMARYN_04-04-17_SHELL,1,0,0,1,0
9240,powerstretch mesh,,100% polyester,,,goggle pocket,,black,black,black,black,,,,,supplier / ref code,,,,L1,L1TA-102-18_TAMARYN_04-04-17_SHELL,1,0,0,1,0
9241,stretch lycra,,content,,,sleeve gaiters,,black,black,black,black,,,,,supplier / ref code,,,,L1,L1TA-102-18_TAMARYN_04-04-17_SHELL,1,0,0,1,0
9242,#5 coil ,,,,,fly ,,silder/pull color: x6 black oxides/ tape color: black,,,,,,,,ykk dalh // 1-way locking,1,,,L1,L1-206-17_STRAIGHT_LEG_CHINO_PANT_TRIMS,0,1,1,1,0
9243,#5 coil ,,,,,back pockets,,silder/pull color: x6 black oxides/ tape color: black,,,,,,,,non ykk dadhr diecast wire // 1-way locking,1 per side = 2,,,L1,L1-206-17_STRAIGHT_LEG_CHINO_PANT_TRIMS,0,1,1,1,0
9244,#5 coil ,,,,,hem,,silder/pull color: x6 black oxides/ tape color: black,,,,,,,,non ykk dadhr diecast wire // 1-way locking,1 per side = 2,,,L1,L1-206-17_STRAIGHT_LEG_CHINO_PANT_TRIMS,0,1,1,1,0
9245,item,,,,,l1 branded trims,,colorway 1,colorway 2,colorway 3,colorway 4,colorway 5,colorway 6,,,supplier/ ref number,amount,,,L1,L1-206-17_STRAIGHT_LEG_CHINO_PANT_TRIMS,0,1,0,1,0
9246,17mm donut post shank,,,,,waist closure,,matte black,,,,,,,,supplier /l1-2016-trim-005,1,,,L1,L1-206-17_STRAIGHT_LEG_CHINO_PANT_TRIMS,0,1,0,1,0
9247,"10mm 
square rivet ",,,,,left hand pcoket bottom edge,,matte black,,,,,,,,l1-2016-trim-004,1,,,L1,L1-206-17_STRAIGHT_LEG_CHINO_PANT_TRIMS,0,1,0,1,0
9248,l1 faux suede bar patch,,,,,back right above pocket,,black,,,,,,,,l1-2016-trim-000,1,,,L1,L1-206-17_STRAIGHT_LEG_CHINO_PANT_TRIMS,0,1,0,1,0
9249,l1 embroidery large,,,,,front left hem,,dtm shell,,,,,,,,factory sorced // l1-2016-trim-027,1,,,L1,L1-206-17_STRAIGHT_LEG_CHINO_PANT_TRIMS,0,1,0,1,0
9250,#5 coil ,,,,,snaps,,colorway 2,colorway 3,colorway 4,colorway 5,colorway 6,0,,,#REF!,colorway 1,,,L1,L1-206-17_STRAIGHT_LEG_CHINO_PANT_TRIMS,0,1,1,1,0
