,Style,label,material/trim,description,location,qty,black,heather gray,oxblood,sea pine,tbd,tbd.1,tbd.2,tbd.3,tbd.4,tbd.5,duffel,rust,butter,khaki,kombu green,dark navy,moose,pizza,mens fish,olive night,camel,pineneedle,sterilng blue,rose smoke,vintage black,dinoflage,forest,dk khaki,greyskull,wood duck critterflage,evergreen,flame,day jungle,navy,mint julep,dark olive,puddle,bone,black spruce,stone critterflage,gold,black wax,camel wax,soviet grey wax,willow,dirks critterflage,vintage blue wax,see see collab,vintage blue,red dawn,night jungle,shell fabric,bpw1303 'baby twill'         100% polyester 15k/10k +breathable coating + dwr,"main body, self fabric back neck patch",none
32,AB19MJ2_081_BOM-170223.csv,xx,hangtag,tbd,tbd,1,,,,,tbd,tbd,tbd,tbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,AB19MJ2_081_BOM-170223.csv,yy,polybag w/ warning matter,airpill logo print:  16 cm,centered on poly bag,1,,,,,clear,clear,clear,clear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,AB19MJ2_081_BOM-170223.csv,zz,country of origin sticker (supplied by your side),made in china sticker,centered above upc sticker,1,,,,,tbd,tbd,tbd,tbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,AB19MJ2_081_BOM-170223.csv,aaa,upc sticker (supplied by your side),sticker width 3.5 cm,lookers right bottom corner,1,,,,,tbd,tbd,tbd,tbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,AB17MJ2_100_BOM.csv,a,shell fabric,sotp069-2l32-ae 100% polyester 80/20 dwr tpu membrane (supplied by solis),"main body, sleeves, pockets, collar",none,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vintage blue,red dawn,,,,,
1,AB17MJ2_100_BOM.csv,a,shell fabric,sotp069-pr03-ae 100% polyester 80/20 dwr tpu membrane (supplied by solis),"main body, sleeves, pockets, collar",none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wood duck critterflage,,,,,,,,,,,,,,,,,,,,,night jungle,,,,
2,AB17MJ2_100_BOM.csv,b,lining,emb07 taffeta emboss (supplied by ecoya),"inside lining, pocket bag",none,old gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,black,,,,,,,,,,,,,,,,,,,old gold,black,black,,,,
3,AB17MJ2_100_BOM.csv,c,pellon,lightweight interfacing (item# tbd),"collar, placket, cuffs",none,white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,white,,,,,,,,,,,,,,,,,,,white,white,white,,,,
4,AB17MJ2_100_BOM.csv,aa,hardware,shirt buttons  17mm ,(5) c.f,5,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,black,,,,,,,,,,,,,,,,,,,black,black,black,,,,
5,AB17MJ2_100_BOM.csv,bb,hardware,"snap buttons absnp_01 (sets), 17mm (incl. washers)",(2) cuffs,2,bi-08 dull dark pewter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bi-17 mid dark anti brass,,,,,,,,,,,,,,,,,,,bi-17 mid dark anti brass,bi-17 mid dark anti brass,bi-17 mid dark anti brass,,,,
6,AB17MJ2_100_BOM.csv,cc,hardware,male snap only (incl. washers),(2) cuffs,2,bi-08 dull dark pewter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bi-17 mid dark anti brass,,,,,,,,,,,,,,,,,,,bi-17 mid dark anti brass,bi-17 mid dark anti brass,bi-17 mid dark anti brass,,,,
7,AB17MJ2_100_BOM.csv,dd,main label,abwv_84 s.layer main label,"inside c.b. neck, see q/a for placement",1,cream/black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cream/black,,,,,,,,,,,,,,,,,,,cream/black,cream/black,cream/black,,,,
8,AB17MJ2_100_BOM.csv,ee,size label,abwv_69 inside joke label,sewn in and centered below main label,1,black/cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,black/cream,,,,,,,,,,,,,,,,,,,black/cream,black/cream,black/cream,,,,
9,AB17MJ2_100_BOM.csv,ff,w/c label,satin label with print,"wearer's left side seam, 10 cm up from bottom edge",1,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,black,,,,,,,,,,,,,,,,,,,black,black,black,,,,
10,AB17MJ2_100_BOM.csv,gg,abwvlp_01 woven loop,abwvlp_01 (supplied by sml),inside center back neck seam,1,black/cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,black/cream,,,,,,,,,,,,,,,,,,,black/cream,black/cream,black/cream,,,,
11,AB17MJ2_100_BOM.csv,hh,branding,abwv_75  glacier seam label,"left side seam, see placement page for detail",1,black/cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,black/cream,,,,,,,,,,,,,,,,,,,black/cream,black/cream,black/cream,,,,
12,AB17MJ2_100_BOM.csv,ii,hangtag,tbd,tbd,1,tbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tbd,,,,,,,,,,,,,,,,,,,tbd,tbd,tbd,,,,
13,AB17MJ2_100_BOM.csv,jj,hangtag,tbd,tbd,1,tbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tbd,,,,,,,,,,,,,,,,,,,tbd,tbd,tbd,,,,
14,AB17MJ2_100_BOM.csv,kk,polybag w/ warning matter,airpill logo print:  16 cm,centered on poly bag,1,clear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clear,,,,,,,,,,,,,,,,,,,clear,clear,clear,,,,
15,AB17MJ2_100_BOM.csv,ll,country of origin sticker (supplied by your side),made in china sticker,centered above upc sticker,1,tbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tbd,,,,,,,,,,,,,,,,,,,tbd,tbd,tbd,,,,
16,AB17MJ2_100_BOM.csv,mm,upc sticker (supplied by your side),sticker width 3.5 cm,lookers right bottom corner,1,tbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tbd,,,,,,,,,,,,,,,,,,,tbd,tbd,tbd,,,,
0,AB18WJ1_091_BOM.csv,a,shell fabric,sotp069-c1-h 100% polyester 10k/8k 15k/10k+2-layer +breathable coating+dwr (supplied by solis),"upper body, sleeves, hood, top half of storm flap, pockets, back neck self fabric patch",none,black,,oxblood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,navy,mint julep,,,,,,,,,,,,,,,,,,,,
1,AB18WJ1_091_BOM.csv,b,shell fabric,sotp069-c1-h 100% polyester 10k/8k 15k/10k+2-layer +breathable coating+dwr (supplied by solis),"lower body, lower half of storm flap",none,black,,oxide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,camel,mint julep,,,,,,,,,,,,,,,,,,,,
2,AB18WJ1_091_BOM.csv,c,lining,210t-e emb07 terry emboss taffeta (supplied by ecoya),"inside lining, powder skirt, pocket bag",none,old gold,,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,old gold,black,,,,,,,,,,,,,,,,,,,,
3,AB18WJ1_091_BOM.csv,d,other , velvety tricot - soto048-1 (supplied by solis),"comfort chin guard, inner front pocket bag panel",none,old gold,,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,old gold,black,,,,,,,,,,,,,,,,,,,,
4,AB18WJ1_091_BOM.csv,e,other,100% poly mesh - sotc025-1 (supplied by solis),"vents, large internal goggle pocket",none,old gold,,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,old gold,black,,,,,,,,,,,,,,,,,,,,
5,AB18WJ1_091_BOM.csv,f,other,nylon/elastic lycra - sono029-1 (supplied by solis),"powder skirt, wrist gators, hood drawcord tunnel",none,old gold,,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,old gold,black,,,,,,,,,,,,,,,,,,,,
6,AB18WJ1_091_BOM.csv,g,other,lycra binding tape,internal mesh pocket opening,none,black,,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,black,black,,,,,,,,,,,,,,,,,,,,
7,AB18WJ1_091_BOM.csv,h,other,gripper elastic,powder skirt,none,black,,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,black,black,,,,,,,,,,,,,,,,,,,,
8,AB18WJ1_091_BOM.csv,j,pellon,lightweight interfacing (item# tbd),"inner storm flap, powder skirt closure flaps",none,white,,white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,white,white,,,,,,,,,,,,,,,,,,,,
9,AB18WJ1_091_BOM.csv,k,pellon,heavyweight interfacing (item# tbd),hood brim,none,white,,white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,white,white,,,,,,,,,,,,,,,,,,,,
10,AB18WJ1_091_BOM.csv,aa,zipper,"ykk no.5 nylon coil zipper,auto-lock sliders da8lh, right hand puller,left hand insert ",c.f.,1,black,,oxblood 097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,camel 161,mint julep 829,,,,,,,,,,,,,,,,,,,,
11,AB18WJ1_091_BOM.csv,bb,zipper,ykk no.5 nylon coil  zipper.  auto-lock puller da8lh1. (zip closes to side seam),(2) hand pockets,2,black,,oxblood 097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,camel 161,mint julep 829,,,,,,,,,,,,,,,,,,,,
12,AB18WJ1_091_BOM.csv,cc,zipper,"ykk  no.5 nylon coil zippers,1-way hidden chain.  auto-lock slider da8lh1 (zippers close down)", vents,2,black,,oxblood 097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,camel 161,mint julep 829,,,,,,,,,,,,,,,,,,,,
13,AB18WJ1_091_BOM.csv,dd,zipper,"ykk  no.5 nylon coil zippers hidden chain ,auto-lock slider da8lh1 (zip closes up)",(1) napoleon pocket,1,black,,oxblood 097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,camel 161,mint julep 829,,,,,,,,,,,,,,,,,,,,
14,AB18WJ1_091_BOM.csv,ee,zipper pull,abzp_01 utility cord zipper pullers with tied end  (supplied by wei rong),"(2)hand pockets(1) napoleon pocket, (1) c.f. (2) vents",6,black,,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,black,black,,,,,,,,,,,,,,,,,,,,
15,AB18WJ1_091_BOM.csv,ff,velcro,hook and loop; l: 2.5cm x h: 1cm,(8) pocket flaps,8,black,,dtm oxblood 19-1331tpx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,navy t0524,mint t1216,,,,,,,,,,,,,,,,,,,,
16,AB18WJ1_091_BOM.csv,gg,stoppers,round barrel stopper - k-018 , (2) hood,2,black,,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bone,bone,,,,,,,,,,,,,,,,,,,,
17,AB18WJ1_091_BOM.csv,hh,webbing,"flat webbing tape, 8mm"," key clip attachment at inside wearer's right pocket, ",1,black,,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,black,black,,,,,,,,,,,,,,,,,,,,
18,AB18WJ1_091_BOM.csv,ii,hardware,"metal eyelets, 12mm  (incl. washers)","(4) at hood opening,",4,pewter bi-10,,pewter bi-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pewter bi-10,pewter bi-10,,,,,,,,,,,,,,,,,,,,
19,AB18WJ1_091_BOM.csv,jj,hardware,"snap buttons absnp_01 (sets), 17mm  (incl. washers)","(7) storm flap (1) snap tabs at inside bottom hem,  (2) at powder skirt,(2) cuff",12,pewter bi-10,,pewter bi-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pewter bi-10,pewter bi-10,,,,,,,,,,,,,,,,,,,,
20,AB18WJ1_091_BOM.csv,kk,hardware,"snap buttons absnp_01 (male side only), 17mm  (incl. washers)","(2) cuff, (2) powder skirt",4,pewter bi-10,,pewter bi-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pewter bi-10,pewter bi-10,,,,,,,,,,,,,,,,,,,,
21,AB18WJ1_091_BOM.csv,ll, drawcord,flat shoelace drawcord with black oxidize finish metal ends  w: 1 cm ,hood opening,1,black,,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bone,bone,,,,,,,,,,,,,,,,,,,,
22,AB18WJ1_091_BOM.csv,mm,key clip,plastic key clip attched with webbing loop,inside wearers right pocket.,1,black,,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,black,black,,,,,,,,,,,,,,,,,,,,
23,AB18WJ1_091_BOM.csv,nn,main label,abwv_67 freedom main label,"inside c.b. neck, see q/a for details",1,gold/black,,gold/black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gold/black,bone/ dark green,,,,,,,,,,,,,,,,,,,,
24,AB18WJ1_091_BOM.csv,oo,size label,abwv_69v vietnam size label,sewn in and centered below main label,1,black/gold,,black/gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,black/gold,black/off white,,,,,,,,,,,,,,,,,,,,
25,AB18WJ1_091_BOM.csv,pp,w/c label,satin label with print,"wearer's left side seam, 10 cm up from bottom edge",1,black,,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,black,black,,,,,,,,,,,,,,,,,,,,
26,AB18WJ1_091_BOM.csv,qq,abwvlp_01 woven loop,abwvlp_01 (supplied by sml),inside center back neck seam,1,black/gold,,black/gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,black/gold,black/off white,,,,,,,,,,,,,,,,,,,,
27,AB18WJ1_091_BOM.csv,rr,branding,abem_302 airblaster cursive embroidery,"right chest pocket, see palcement page for detail",1,old gold 724,,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bone 80003,bone 80003,,,,,,,,,,,,,,,,,,,,
28,AB18WJ1_091_BOM.csv,tt,hangtag,tbd,tbd,1,tbd,,tbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tbd,tbd,,,,,,,,,,,,,,,,,,,,
29,AB18WJ1_091_BOM.csv,uu,hangtag,tbd,tbd,1,tbd,,tbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tbd,tbd,,,,,,,,,,,,,,,,,,,,
30,AB18WJ1_091_BOM.csv,vv,polybag w/ warning matter,airpill logo print:  16 cm,centered on poly bag,1,clear,,clear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clear,clear,,,,,,,,,,,,,,,,,,,,
31,AB18WJ1_091_BOM.csv,ww,country of origin sticker (supplied by your side),made in china sticker,centered above upc sticker,1,tbd,,tbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tbd,tbd,,,,,,,,,,,,,,,,,,,,
32,AB18WJ1_091_BOM.csv,xx,upc sticker (supplied by your side),sticker width 3.5 cm,lookers right bottom corner,1,tbd,,tbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tbd,tbd,,,,,,,,,,,,,,,,,,,,
0,AB19MP2_054_BOM-170228.csv,a,shell fabric,sotd109-c1-y 100% polyester 10k/8k 10k/8k +2-layer +breathable coating+dwr (supplied by solis),"main body, back yoke, back pocket flaps",none,,,,,tbd,tbd,tbd,tbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,AB19MP2_054_BOM-170228.csv,b,shell fabric,sotp069-c1-h 100% polyester 15k/10k+2-layer +breathable coating+dwr (supplied by solis),cargo pockets,none,,,,,tbd,tbd,tbd,tbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,AB19MP2_054_BOM-170228.csv,c,lining,210t-e emb07 terry emboss taffeta 100% nylon (supplied by ecoya),inside lining,none,,,,,tbd,tbd,tbd,tbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,AB19MP2_054_BOM-170228.csv,d,lining, velvety tricot - soto048-1 (supplied by solis),"inside wiastband, inner front pockets, inside fly panel",none,,,,,tbd,tbd,tbd,tbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,AB19MP2_054_BOM-170228.csv,e,other ,100% poly mesh - sotc025-1 (supplied by solis),vents,none,,,,,tbd,tbd,tbd,tbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,AB19MP2_054_BOM-170228.csv,f,other,nylon/elastic lycra - sono029-1 (supplied by solis),inside lower leg gaiters,none,,,,,tbd,tbd,tbd,tbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,AB19MP2_054_BOM-170228.csv,aa,zipper,"ykk no.5 nylon coil zippers, auto-lock slider da8lh",fly,1,,,,,tbd,tbd,tbd,tbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,AB19MP2_054_BOM-170228.csv,bb,zipper,"ykk no.5 nylon coil zippers, auto-lock slider da8lh1 (zippers close down)",(2) hand pockets pockets ,2,,,,,tbd,tbd,tbd,tbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,AB19MP2_054_BOM-170228.csv,cc,zipper,"ykk no.5 nylon coil zippers, auto-lock slider da8lh1(zippers close from c.b. to side seam)",(2) back pockets ,2,,,,,tbd,tbd,tbd,tbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,AB19MP2_054_BOM-170228.csv,dd,zipper,"ykk no.5 nylon coil zippers,hidden chain, auto-lock slider da8lh1 (zipper close down)", vents,2,,,,,tbd,tbd,tbd,tbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,AB19MP2_054_BOM-170228.csv,ee,zipper pull,abzp_01 utility cord zipper pullers with tied end ,"(2) vents, (4) pockets,  ",6,,,,,tbd,tbd,tbd,tbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,AB19MP2_054_BOM-170228.csv,ff,hardware,jean button17mm  (incl. washers),(1) fly opening,1,,,,,tbd,tbd,tbd,tbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,AB19MP2_054_BOM-170228.csv,gg,hardware,"snap buttons absnp_01 (sets), 17mm  (incl. washers)"," (4) pocket flaps, (2) bang snaps, (2) back pocket flaps",8,,,,,tbd,tbd,tbd,tbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,AB19MP2_054_BOM-170228.csv,hh,hardware,12mm metal eyelet  (incl. washers),(2)waistband (1) left belt loop,3,,,,,tbd,tbd,tbd,tbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,AB19MP2_054_BOM-170228.csv,ii,hardware,lace hooks,c.f. of lower leg gaiters at gripper elastic,2,,,,,black oxidized,black oxidized,black oxidized,black oxidized,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,AB19MP2_054_BOM-170228.csv,jj,drawcord,polyester flat lace drawcord with metal sealed ends.  w:1 cm,waistband,1,,,,,tbd,tbd,tbd,tbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,AB19MP2_054_BOM-170228.csv,kk,elastic,gripper elastic,at inside lower leg gators,1,,,,,black,black,black,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,AB19MP2_054_BOM-170228.csv,ll,key clip,plastic key clip attched with webbing loop,inside w. right pocket bag,1,,,,,black,black,black,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,AB19MP2_054_BOM-170228.csv,mm,webbing,"flat webbing tape, 8mm",key clip attachment at wearers right inside pocket,1,,,,,black,black,black,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,AB19MP2_054_BOM-170228.csv,oo,main label,tbd,"inside c.b. waist, see q/a for detail",1,,,,,tbd,tbd,tbd,tbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,AB19MP2_054_BOM-170228.csv,pp,size label,abwv_69v vietnam size label,sewn in and centered below main label,1,,,,,tbd,tbd,tbd,tbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,AB19MP2_054_BOM-170228.csv,qq,w/c label,satin/printed w/c label (supplied by your side),at inside wearers left 8 cm from waistband seam,1,,,,,black,black,black,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,AB19MP2_054_BOM-170228.csv,rr,flag  label,ablt_01 flag label (airpill logo side),left vent 2cm up from bottom of vent,1,,,,,tbd,tbd,tbd,tbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,AB19MP2_054_BOM-170228.csv,ss,abwvlp_01 woven loop,abwvlp_01 (supplied by sml),inside center back waist seam,1,,,,,tbd,tbd,tbd,tbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,AB19MP2_054_BOM-170228.csv,tt,branding,tbd,tbd,1,,,,,tbd,tbd,tbd,tbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,AB19MP2_054_BOM-170228.csv,uu,hangtag,tbd,tbd,1,,,,,tbd,tbd,tbd,tbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,AB19MP2_054_BOM-170228.csv,vv,hangtag,tbd,tbd,1,,,,,tbd,tbd,tbd,tbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,AB19MP2_054_BOM-170228.csv,ww,polybag w/ warning matter,airpill logo print:  16 cm,centered on poly bag,1,,,,,black,black,black,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,AB19MP2_054_BOM-170228.csv,xx,country of origin sticker (supplied by your side),made in china sticker,centered above upc sticker,1,,,,,white,white,white,white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,AB19MP2_054_BOM-170228.csv,yy,upc sticker (supplied by your side),sticker width 3.5 cm,lookers right bottom corner,1,,,,,white,white,white,white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,B-AB19WP3_116_BOM.csv,a,shell fabric,sotp069-c1-h 100% polyester  15k/10k+2-layer +breathable coating+dwr (supplied by solis),main body,none,,,,,tbd,tbd,tbd,tbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,B-AB19WP3_116_BOM.csv,b,lining,210t-e emb07 terry emboss taffeta - (supplied by ecoya),inside lining,none,,,,,tbd,tbd,tbd,tbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,B-AB19WP3_116_BOM.csv,c,other, velvety tricot - soto048-1 (supplied by solis),"at inside waistband, inside hand pockets at front panels only, inside fly",none,,,,,tbd,tbd,tbd,tbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,B-AB19WP3_116_BOM.csv,d,other,nylon/elastic lycra - sono029-1 (supplied by solis),"lower leg gators, internal crotch gusset",none,,,,,tbd,tbd,tbd,tbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,B-AB19WP3_116_BOM.csv,aa,zipper,"no.5 ykk nylon coil zippers, auto-lock slider da8lh ",fly ,1,,,,,tbd,tbd,tbd,tbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,B-AB19WP3_116_BOM.csv,bb,zipper,"no.5 ykk zippers, auto-lock slider da8lh1 (swivel head) (zippers close from c.b. to side seam)",front pockets (3),3,,,,,tbd,tbd,tbd,tbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,B-AB19WP3_116_BOM.csv,cc,zipper,"no.5 ykk zippers, auto-lock slider da8lh1 (swivel head) (zippers close from c.b. to side seam)",back pocket,1,,,,,tbd,tbd,tbd,tbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,B-AB19WP3_116_BOM.csv,dd,zipper pull,abzp_01 utility cord pulls,(4) pockets,4,,,,,tbd,tbd,tbd,tbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,B-AB19WP3_116_BOM.csv,ee,velcro,hook and loop w: 1.6cm x h: 3 cm,(4)under pocket flaps,4,,,,,tbd,tbd,tbd,tbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,B-AB19WP3_116_BOM.csv,ff,hardware,"snap buttons absnp_01 (sets), 17mm  (incl. washers)","bang snaps (2), cf closure(2)",4,,,,,tbd,tbd,tbd,tbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,B-AB19WP3_116_BOM.csv,gg,hardware,12mm metal eyelet  (incl. washers),front waistband 5cm each side of center front (2),2,,,,,tbd,tbd,tbd,tbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,B-AB19WP3_116_BOM.csv,hh,hardware,"abel_01 metal airblaster eyelet (incl. washers, supplied by wellsucceed)",front left belt loop,1,,,,,tbd,tbd,tbd,tbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,B-AB19WP3_116_BOM.csv,ii,hardware,metal hook closure,at inside waistband,1,,,,,black oxidized,black oxidized,black oxidized,black oxidized,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,B-AB19WP3_116_BOM.csv,jj,hardware,metal lace hooks,at inside lower leg gaiters,2,,,,,black oxidized,black oxidized,black oxidized,black oxidized,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,B-AB19WP3_116_BOM.csv,kk,drawcord,polyester flat lace drawcord with metal sealed ends.  w:1 cm,waistband,1,,,,,tbd,tbd,tbd,tbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,B-AB19WP3_116_BOM.csv,ll,elastic,gripper elastic,at inside lower leg gators,1,,,,,black,black,black,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,B-AB19WP3_116_BOM.csv,mm,key clip,plastic key clip attched with webbing loop,inside w. right pocket,1,,,,,black,black,black,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,B-AB19WP3_116_BOM.csv,nn,webbing,8 mm width webbing,key clip attachment  at wearer's right inside pocket,1,,,,,black,black,black,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,B-AB19WP3_116_BOM.csv,oo,main label,tbd,inside c.b. waist see q/a for detail,1,,,,,tbd,tbd,tbd,tbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,B-AB19WP3_116_BOM.csv,pp,size label,abwv_69v vietnam size label,sewn in and centered below main label,1,,,,,tbd,tbd,tbd,tbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,B-AB19WP3_116_BOM.csv,qq,w/c label/content,satin with print (same as 12/13 label),"at inside side seam, 8 cm down from waistband seam",1,,,,,black,black,black,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
